strainID,Assay Raw
M848,0.4879
M848,0.4774
M848,0.4878
M848,0.4671
M848,0.31
M848,0.4833
M848,0.4758
M848,0.4845
M848,0.465
M848,0.4747
M848,0.4769
M848,0.4831
M848,0.4816
M848,0.478
M848,0.4549
M10,0.4333
M848,0.4989
M848,0.4727
M10,0.43
M848,0.4823
M848,0.465
M848,0.4859
M848,0.4681
M848,0.4727
M848,0.4898
M848,0.47700000000000004
M848,0.502
M10,0.4227
M848,0.4773
M848,0.4726
M10,0.4439
M848,0.4961
M848,0.4819
M848,0.4955
M848,0.4664
M848,0.4814
M848,0.5042
M848,0.5022
M848,0.5172
M848,0.4702
M848,0.4823
M848,0.5089
M848,0.485
M848,0.48200000000000004
M848,0.4673
M848,0.4873
M848,0.4798
M848,0.5241
M848,0.4888
M848,0.5058
M728,0.3325
M848,0.4743
M848,0.4961
M848,0.504
M848,0.4928
M10,0.4387
M848,0.498
M848,0.4841
M848,0.4788
M848,0.4919
M848,0.4948
M848,0.5004
M728,0.3285
M848,0.4741
M848,0.4856
M848,0.4988
M848,0.4948
M848,0.4709
M10,0.4413
M851,0.4364
M1099,0.4556
M1099,0.4729
M1099,0.4312
M1099,0.4642
M1099,0.4694
M851,0.4442
M1099,0.38799999999999996
M1099,0.4526
M1099,0.4291
M1099,0.4362
M1099,0.4369
M1099,0.4575
M1099,0.3125
M1099,0.43
M1099,0.4962
M1099,0.4255
M1099,0.4332
M851,0.4425
M1099,0.4325
M851,0.45899999999999996
M1099,0.4424
M1099,0.4568
M1099,0.4141
M1099,0.4552
M851,0.4474
M851,0.4654
M1099,0.4463
M1099,0.4455
M1099,0.4511
M1099,0.4745
M1099,0.47700000000000004
M1099,0.4568
M1099,0.4481
M1099,0.4598
M728,0.3144
M851,0.4481
M1099,0.5438
M1099,0.5756
M1099,0.4477
M1099,0.4794
M728,0.317
M851,0.4324
M917,0.4029
M1100,0.4432
M1100,0.4502
M917,0.4067
M1100,0.3963
M1100,0.3908
M1100,0.4033
M1100,0.3895
M917,0.4074
M917,0.4054
M1100,0.4046
M1100,0.4549
M917,0.4
M917,0.40700000000000003
M1100,0.4055
M1100,0.4112
M1100,0.4099
M1100,0.4157
M728,0.337
M917,0.4106
M1100,0.4071
M1100,0.4007
M728,0.3406
M917,0.4054
M6,0.4697
M859,0.4723
M859,0.4656
M859,0.4741
M859,0.491
M859,0.5137
M859,0.4796
M859,0.5684
M859,0.4898
M859,0.4641
M859,0.4816
M6,0.4689
M859,0.5167
M859,0.4888
M859,0.4541
M859,0.5603
M859,0.4919
M859,0.4816
M859,0.5169
M859,0.4327
M859,0.485
M859,0.5005
M859,0.5014
M859,0.5195
M859,0.5234
M859,0.5524
M859,0.4863
M859,0.5345
M859,0.479
M859,0.4871
M859,0.5056
M859,0.5335
M859,0.499
M6,0.4804
M859,0.5301
M859,0.4872
M6,0.4856
M859,0.4973
M859,0.4814
M859,0.4734
M859,0.4885
M859,0.5247
M859,0.5176
M859,0.502
M6,0.502
M859,0.5506
M859,0.4754
M6,0.5113
M859,0.5022
M859,0.3893
M859,0.4004
M859,0.4911
M859,0.4889
M859,0.5399
M859,0.5318
M859,0.4966
M859,0.5344
M859,0.5106
M859,0.4837
M859,0.4906
M859,0.5282
M859,0.43
M859,0.5265
M859,0.5127
M859,0.5212
M728,0.3335
M859,0.5293
M859,0.5077
M859,0.5227
M859,0.4392
M6,0.4617
M859,0.4261
M859,0.5075
M859,0.5224
M859,0.5081
M859,0.5356
M728,0.3422
M859,0.4998
M859,0.5288
M859,0.4991
M859,0.4214
M6,0.4685
M861,0.5015
M861,0.4679
M861,0.408
M861,0.5031
M861,0.4768
M861,0.4811
M861,0.5362
M861,0.4112
M861,0.4893
M861,0.495
M861,0.4501
M861,0.4656
M861,0.5012
M861,0.5029
M861,0.4683
M861,0.4325
M861,0.5077
M861,0.3799
M861,0.4932
M861,0.4962
M861,0.4691
M861,0.509
M861,0.4588
M861,0.4137
M861,0.4567
M861,0.4519
M861,0.4559
M861,0.5057
M861,0.4527
M861,0.3698
M861,0.457
M861,0.3799
M861,0.4952
M861,0.9313
M861,0.5116
M861,0.4519
M861,0.3704
M861,0.4818
M861,0.5099
M861,0.4763
M861,0.3934
M861,0.4843
M861,0.4662
M861,0.4895
M861,0.4821
M861,0.4561
M861,0.4299
M861,0.4751
M861,0.5085
M861,0.4336
M861,0.6483
M861,0.51
M861,0.4714
M861,0.4677
M861,0.4555
M861,0.4759
M861,0.5408
M861,0.3745
M861,0.5194
M861,0.4383
M861,0.5398
M861,0.5083
M861,0.5116
M861,0.5334
M861,0.5346
M728,0.3662
M861,0.4689
M861,0.4279
M861,0.382
M861,0.3793
M861,0.4707
M861,0.4198
M861,0.5067
M861,0.499
M861,0.4734
M861,0.5259
M728,0.3685
M861,0.7973
M861,0.4647
M861,0.4635
M861,0.5118
M861,0.4571
M861,0.4922
M861,0.5178
M861,0.3657
M861,0.4396
M861,0.4752
M861,0.4851
M861,0.5122
M861,0.4996
M861,0.4379
M861,0.5007
M861,0.7819
M861,0.4465
M861,0.4516
M861,0.3851
M861,0.4882
M861,0.369
M861,0.4717
M861,0.4643
M861,0.6327
M861,0.4088
M861,0.4874
M861,0.3678
M861,0.41100000000000003
M861,0.4623
M861,0.5494
M861,0.5029
M861,0.3773
M861,0.4806
M861,0.4403
M861,0.3635
M861,0.6137
M861,0.5138
M861,0.4669
M861,0.4384
M861,0.4473
M861,0.4459
M861,0.3707
M861,0.3793
M861,0.4598
M861,0.4019
M861,0.5136
M861,0.4459
M861,0.4841
M861,0.5429999999999999
M861,0.4462
M861,0.4517
M861,0.4846
M861,0.3968
M861,0.4848
M861,0.5995
M861,0.5119
M861,0.3774
M861,0.4712
M861,0.5087
M861,0.3701
M861,0.6935
M861,0.3639
M861,0.499
M861,0.4563
M861,0.5928
M861,0.3809
M861,0.5445
M861,0.5527
M861,0.5013
M861,0.4761
M728,0.3561
M861,0.45299999999999996
M861,0.3876
M861,0.4808
M861,0.4629
M861,0.3753
M861,0.5761
M861,0.4982
M861,0.3839
M861,0.5105
M861,0.5123
M728,0.3627
M861,0.4751
M861,0.4548
M861,0.4999
M861,0.4633
M861,0.4658
M861,0.3745
M861,0.6392
M861,0.4221
M861,0.4043
M861,0.4497
M861,0.3131
M861,0.5251
M861,0.5031
M861,0.4907
M861,0.5085
M861,0.4932
M861,0.4456
M861,0.4603
M861,0.4495
M861,0.4606
M861,0.4487
M861,0.4728
M861,0.4825
M861,0.4779
M861,0.5231
M861,0.4884
M861,0.3665
M861,0.4775
M861,0.45799999999999996
M861,0.4982
M861,0.4604
M861,0.4873
M861,0.4889
M861,0.474
M861,0.501
M861,0.4826
M861,0.5341
M861,0.4652
M861,0.4781
M861,0.4535
M861,0.5878
M861,0.4578
M861,0.3696
M861,0.5242
M861,0.5651
M861,0.6494
M861,0.4809
M861,0.507
M861,0.4669
M861,0.4517
M861,0.4471
M861,0.4351
M861,0.4714
M861,0.5598
M861,0.4476
M861,0.5048
M861,0.4206
M861,0.4775
M861,0.4984
M861,0.4651
M861,0.5068
M861,0.493
M861,0.4568
M861,0.4877
M861,0.4801
M861,0.5242
M861,0.5579
M861,0.5842
M861,0.4213
M861,0.4804
M728,0.3738
M861,0.4618
M861,0.3903
M861,0.3636
M861,0.5101
M861,0.4554
M861,0.4166
M861,0.5167
M861,0.4627
M861,0.4878
M861,0.4503
M728,0.3693
M861,0.4686
M861,0.3823
M861,0.5074
M861,0.4209
M861,0.4844
M861,0.3951
M861,0.4244
M861,0.3883
M861,0.4108
M861,0.3987
M861,0.3533
M861,0.4369
M861,0.3828
M861,0.4022
M861,0.3922
M861,0.4192
M861,0.3943
M861,0.3967
M861,0.3687
M861,0.4029
M861,0.3926
M861,0.40700000000000003
M861,0.3543
M861,0.3936
M861,0.4007
M861,0.423
M861,0.3979
M861,0.3992
M861,0.4059
M861,0.4005
M861,0.3934
M861,0.3923
M861,0.4104
M861,0.3905
M861,0.3541
M861,0.3902
M861,0.3549
M861,0.3969
M861,1.0422
M861,0.3923
M861,0.3913
M861,0.3516
M861,0.4083
M861,0.4005
M861,0.391
M861,0.369
M861,0.4134
M861,0.4013
M861,0.4032
M861,0.3574
M861,0.4795
M861,0.3636
M861,0.3974
M861,0.4068
M861,0.382
M861,1.2024
M861,0.4106
M861,0.4139
M861,0.3986
M861,0.4016
M861,0.4115
M861,0.37799999999999995
M861,0.3602
M861,0.4034
M861,0.3767
M861,0.7838
M861,0.8738
M861,0.4102
M861,0.4074
M861,0.4025
M728,0.3513
M861,0.4071
M861,0.3975
M861,0.3593
M861,0.359
M861,0.3985
M861,0.3952
M861,0.391
M861,0.4484
M861,0.4038
M861,0.3973
M728,0.3516
M861,0.4135
M861,0.401
M861,0.4039
M861,0.3995
M861,0.4074
M861,0.3986
M861,0.424
M861,0.3469
M861,0.3883
M861,0.39799999999999996
M861,0.4102
M861,0.418
M861,0.3984
M861,0.4059
M861,0.3959
M861,0.5115
M861,0.396
M861,0.4055
M861,0.3576
M861,0.4007
M861,0.3525
M861,0.4136
M861,0.3951
M861,0.4864
M861,0.4138
M861,0.4218
M861,0.3526
M861,0.4183
M861,0.3991
M861,0.4403
M861,0.4336
M861,0.3492
M861,0.4066
M861,0.3911
M861,0.3443
M861,0.4581
M861,0.4068
M861,0.4001
M861,0.4243
M861,0.3901
M861,0.4224
M861,0.3542
M861,0.3564
M861,0.3959
M861,0.3855
M861,0.4216
M861,0.396
M861,0.4035
M861,0.4032
M861,0.4198
M861,0.413
M861,0.3978
M861,0.3493
M861,0.4023
M861,0.4371
M861,0.4494
M861,0.3623
M861,0.4003
M861,0.4081
M861,0.3489
M861,0.4159
M861,0.354
M861,0.4062
M861,0.3944
M861,0.4288
M861,0.3709
M861,0.4
M861,0.4563
M861,0.4421
M861,0.4493
M728,0.3503
M861,0.4257
M861,0.3599
M861,0.4366
M861,0.4258
M861,0.3494
M861,0.4188
M861,0.4068
M861,0.3654
M861,0.4248
M861,0.415
M728,0.3461
M861,0.4089
M861,0.41700000000000004
M861,0.419
M861,0.41
M861,0.4029
M861,0.3479
M861,0.4313
M861,0.3816
M861,0.3951
M861,0.3999
M861,0.3906
M861,0.4234
M861,0.3992
M861,0.4022
M861,0.4996
M861,0.3875
M861,0.3765
M861,0.3785
M861,0.3846
M861,0.3858
M861,0.3878
M861,0.396
M861,0.4141
M861,0.4086
M861,0.4007
M861,0.3927
M861,0.3371
M861,0.3801
M861,0.442
M861,0.3859
M861,0.3879
M861,0.3902
M861,0.3932
M861,0.3855
M861,0.3926
M861,0.3963
M861,0.4017
M861,0.3894
M861,0.3932
M861,0.4058
M861,0.3829
M861,0.3894
M861,0.3515
M861,0.395
M861,0.3958
M861,0.4082
M861,0.3911
M861,0.3956
M861,0.3858
M861,0.3932
M861,0.3874
M861,0.4027
M861,0.3865
M861,0.4161
M861,0.462
M861,0.3857
M861,0.4206
M861,0.4334
M861,0.3857
M861,0.3898
M861,0.3932
M861,0.3893
M861,0.3829
M861,0.4023
M861,0.3844
M861,0.401
M861,0.4013
M861,0.4037
M861,0.3779
M861,0.3872
M728,0.3414
M861,0.38299999999999995
M861,0.3516
M861,0.3437
M861,0.3869
M861,0.3812
M861,0.3582
M861,0.4029
M861,0.3982
M861,0.3952
M861,0.3996
M728,0.3428
M861,0.3996
M861,0.3477
M861,0.3991
M861,0.3968
M861,0.3994
M861,0.3787
M861,0.4993
M861,0.55
M861,0.4699
M861,0.4496
M861,0.462
M861,0.5023
M861,0.4853
M861,0.4708
M861,0.5222
M861,0.5255
M861,0.4856
M861,0.5194
M861,0.4587
M861,0.6072
M861,0.526
M861,0.4654
M861,0.4756
M861,0.4572
M861,0.4911
M861,0.3698
M861,0.5232
M861,0.4962
M861,0.4661
M861,0.4975
M861,0.507
M861,0.4577
M861,0.4551
M861,0.6812
M861,0.5227
M861,0.4778
M861,0.4857
M861,0.5074
M861,0.5159
M861,0.4726
M861,0.4483
M861,0.466
M861,0.5351
M861,0.4738
M861,0.4991
M861,0.4208
M861,0.4887
M861,0.5105
M861,0.4569
M861,0.5141
M861,0.4614
M861,0.4843
M861,0.4336
M861,0.5026
M861,0.5098
M861,0.5368
M861,0.6305
M861,0.3645
M861,0.47100000000000003
M861,0.4402
M861,0.486
M861,0.4422
M861,0.4637
M861,0.4922
M861,0.4725
M861,0.5399
M861,0.5205
M861,0.4622
M861,0.376
M861,0.4775
M728,0.3719
M861,0.4595
M861,0.4782
M861,0.5141
M861,0.4157
M861,0.3944
M861,0.5257
M861,0.4944
M861,0.5082
M861,0.5127
M861,0.4848
M728,0.3745
M861,0.4767
M861,0.5245
M861,0.5084
M861,0.5245
M861,0.4896
M861,0.4288
M861,0.4232
M861,0.4448
M861,0.4095
M861,0.4678
M861,0.4259
M861,0.4908
M861,0.4693
M861,0.4643
M861,0.4847
M861,0.3746
M861,0.44299999999999995
M861,0.4207
M861,0.4275
M861,0.3791
M861,0.43799999999999994
M861,0.4264
M861,0.4189
M861,0.3936
M861,0.4275
M861,0.4117
M861,0.4328
M861,0.4043
M861,0.4638
M861,0.4591
M861,0.4135
M861,0.3981
M861,0.4605
M861,0.4416
M861,0.4364
M861,0.4203
M861,0.4538
M861,0.5089
M861,0.4282
M861,0.4664
M861,0.4538
M861,0.3472
M861,0.4702
M861,0.3722
M861,0.4437
M861,0.4821
M861,0.6797
M861,0.4781
M861,0.4315
M861,0.3584
M861,0.452
M861,0.4155
M861,0.42200000000000004
M861,0.3677
M861,0.4804
M861,0.4692
M861,0.4332
M861,0.4166
M861,0.4651
M861,0.3898
M861,0.4518
M861,0.484
M861,0.4591
M861,0.4444
M861,0.4139
M861,0.4926
M861,0.3466
M861,0.4835
M861,0.3572
M861,0.4576
M728,0.3405
M861,0.4037
M861,0.4075
M861,0.45799999999999996
M861,0.4615
M861,0.4151
M861,0.6718
M861,0.4722
M861,0.4646
M861,0.3722
M861,0.4299
M728,0.3457
M861,0.4796
M861,0.36200000000000004
M861,0.5442
M861,0.4616
M861,0.4254
M813,0.4356
M813,0.4219
M813,0.4442
M815,0.3989
M815,0.3998
M815,0.361
M815,0.4197
M815,0.4273
M813,0.4897
M813,0.3959
M813,0.47
M815,0.3863
M815,0.3295
M815,0.3862
M815,0.3822
M815,0.3589
M813,0.3773
M813,0.3911
M813,0.3954
M813,0.4141
M815,0.3995
M815,0.3651
M815,0.4244
M815,0.4359
M815,0.3935
M813,0.4268
M813,0.389
M813,0.3886
M815,0.4364
M815,0.3667
M815,0.4256
M813,0.4725
M813,0.4189
M813,0.4461
M813,0.4802
M815,0.3524
M815,0.4048
M813,0.4347
M813,0.3849
M813,0.4066
M813,0.3834
M815,0.4146
M815,0.3714
M815,0.4302
M815,0.3508
M813,0.4419
M813,0.4015
M813,0.4141
M815,0.4162
M815,0.4095
M728,0.3427
M815,0.3796
M815,0.3521
M815,0.4121
M813,0.4132
M813,0.4681
M813,0.402
M815,0.428
M815,0.3897
M728,0.35
M815,0.4227
M815,0.41600000000000004
M815,0.3497
M861,0.3566
M861,0.4732
M861,0.4091
M861,0.3886
M861,0.3882
M861,0.3886
M861,0.4143
M861,0.3989
M861,0.3844
M861,0.4043
M861,0.3986
M861,0.3908
M861,0.4032
M861,0.3921
M861,0.4043
M861,0.4033
M861,0.4202
M861,0.3882
M861,0.3918
M861,0.3878
M861,0.3492
M861,0.39399999999999996
M861,0.3962
M861,0.3904
M861,0.39299999999999996
M861,0.3879
M861,0.3886
M861,0.3872
M861,0.3928
M861,0.4003
M861,0.3691
M861,0.3824
M861,0.3424
M861,0.392
M861,0.3613
M861,0.3838
M861,0.3873
M861,0.4045
M861,0.3898
M861,0.39399999999999996
M861,0.4278
M861,0.3936
M861,0.3904
M861,0.3831
M861,0.3939
M861,0.3949
M861,0.3796
M861,0.4134
M861,0.4099
M861,0.3992
M861,0.3882
M861,0.4112
M861,0.3258
M861,0.4013
M861,0.3895
M861,0.3931
M861,0.4074
M861,0.3864
M861,0.4
M861,0.3871
M861,0.3748
M861,0.4287
M861,0.4256
M861,0.3437
M861,0.3887
M728,0.3386
M861,0.3991
M861,0.3975
M861,0.3941
M861,0.38799999999999996
M861,0.3556
M861,0.3953
M861,0.3927
M861,0.3912
M861,0.3981
M861,0.3935
M728,0.3463
M861,0.40399999999999997
M861,0.3894
M861,0.4129
M861,0.395
M861,0.3842
M861,0.3996
M861,0.3874
M861,0.387
M861,0.3827
M861,0.4044
M861,0.3824
M861,0.4028
M861,0.3882
M861,0.3911
M861,0.4191
M861,0.3612
M861,0.3791
M861,0.3799
M861,0.389
M861,0.3774
M861,0.4072
M861,0.3813
M861,0.37799999999999995
M861,0.3907
M861,0.3857
M861,0.4029
M861,0.4195
M861,0.3961
M861,0.3922
M861,0.3954
M861,0.3938
M861,0.392
M861,0.3911
M861,0.3952
M861,0.8292
M861,0.3867
M861,0.3839
M861,0.4373
M861,0.4164
M861,0.4155
M861,0.4147
M861,0.3414
M861,0.3934
M861,0.3626
M861,0.3927
M861,0.39399999999999996
M861,0.4742
M861,0.3942
M861,0.3985
M861,0.361
M861,0.3957
M861,0.3741
M861,0.4158
M861,0.3812
M861,0.3869
M861,0.395
M861,0.3986
M861,0.3929
M861,0.4052
M861,0.4066
M861,0.3901
M861,0.4042
M861,0.3866
M861,0.3914
M861,0.3941
M861,0.3907
M861,0.3403
M861,0.3915
M861,0.3542
M861,0.3902
M728,0.3368
M861,0.3888
M861,0.38299999999999995
M861,0.4163
M861,0.3887
M861,0.3807
M861,0.6267
M861,0.3987
M861,0.4
M861,0.3529
M861,0.39899999999999997
M728,0.3472
M861,0.4031
M861,0.3534
M861,0.4192
M861,0.3989
M861,0.389
M813,0.3825
M813,0.386
M813,0.3775
M815,0.3907
M815,0.3879
M815,0.3708
M815,0.3596
M815,0.3998
M813,0.3962
M813,0.39399999999999996
M813,0.385
M815,0.3545
M815,0.3199
M815,0.3606
M815,0.3754
M815,0.3304
M813,0.3534
M813,0.3838
M813,0.3874
M813,0.3768
M815,0.4115
M815,0.3342
M815,0.3849
M815,0.4198
M815,0.3609
M813,0.4053
M813,0.3813
M813,0.3627
M815,0.4096
M815,0.3558
M815,0.3688
M813,0.3751
M813,0.4249
M813,0.4007
M813,0.3886
M815,0.3321
M815,0.4053
M813,0.4075
M813,0.3746
M813,0.4039
M813,0.3622
M815,0.391
M815,0.3484
M815,0.4195
M815,0.3223
M813,0.4746
M813,0.4223
M813,0.3893
M815,0.3766
M815,0.4376
M728,0.3403
M815,0.3724
M815,0.3273
M815,0.3295
M813,0.4201
M813,0.3879
M813,0.4344
M815,0.3959
M815,0.4138
M728,0.3434
M815,0.3274
M815,0.3972
M815,0.3551
M816,0.4226
M861,0.3399
M861,0.4308
M861,0.40399999999999997
M861,0.4493
M816,0.4084
M816,0.6423
M861,0.442
M861,0.4302
M861,0.3437
M861,0.8429
M816,0.4287
M816,0.456
M861,0.4585
M861,0.4107
M816,0.46399999999999997
M816,0.3933
M861,0.5515
M861,0.3555
M861,0.4962
M816,0.45399999999999996
M816,0.3407
M861,0.4175
M861,0.3585
M861,0.3826
M816,0.3493
M861,0.4189
M861,0.4502
M728,0.3447
M861,0.4881
M728,0.3462
M816,0.3732
M861,0.3315
M861,0.3812
M861,0.3757
M861,0.3811
M816,0.3629
M816,0.5103
M861,0.3682
M861,0.4085
M861,0.3386
M861,1.0476
M816,0.371
M816,0.3763
M861,0.3785
M861,0.3904
M816,0.3773
M816,0.4044
M861,0.3912
M861,0.3539
M861,0.8645
M816,0.38
M816,0.3193
M861,0.3777
M861,0.3501
M861,0.355
M816,0.3363
M861,0.3713
M861,0.3895
M728,0.33799999999999997
M861,0.6325
M728,0.341
M730,0.3916
M800,0.368
M800,0.381
M800,0.4512
M800,0.3875
M800,0.3602
M800,0.3919
M800,0.3781
M800,0.3496
M800,0.3919
M800,0.3623
M800,0.365
M730,0.4095
M800,0.3623
M800,0.3586
M800,0.358
M800,0.364
M800,0.3574
M800,0.3675
M800,0.3626
M800,0.3692
M800,0.3897
M800,0.3674
M800,0.3493
M800,0.3517
M800,0.3561
M800,0.3923
M800,0.3993
M800,0.3489
M800,0.3794
M800,0.3872
M800,0.363
M800,0.3611
M800,0.3707
M800,0.3543
M800,0.4585
M730,0.3883
M800,0.3529
M800,0.3587
M730,0.3857
M800,0.3669
M800,0.3527
M800,0.3665
M800,0.3846
M800,0.4014
M800,0.3829
M800,0.3895
M800,0.3568
M730,0.3877
M800,0.3882
M800,0.3962
M730,0.4084
M800,0.3844
M800,0.3997
M800,0.3569
M800,0.3667
M800,0.3573
M800,0.3495
M800,0.3608
M800,0.3523
M800,0.3671
M800,0.35100000000000003
M800,0.354
M800,0.35100000000000003
M800,0.3541
M800,0.35700000000000004
M800,0.3755
M800,0.3539
M800,0.4309
M800,0.3652
M800,0.3602
M728,0.3513
M800,0.387
M800,0.3579
M800,0.3593
M800,0.3653
M730,0.3736
M800,0.3768
M800,0.4071
M800,0.4129
M800,0.3951
M800,0.4073
M800,0.3549
M728,0.3607
M800,0.39299999999999996
M800,0.3852
M800,0.3571
M800,0.39
M800,0.3636
M730,0.39
M730,0.3974
M800,0.3536
M800,0.34600000000000003
M800,0.39299999999999996
M800,0.3531
M800,0.3924
M800,0.3828
M800,0.4331
M802,0.3816
M802,0.3796
M802,0.3731
M800,0.3645
M730,0.3801
M800,0.3975
M800,0.396
M800,0.3803
M800,0.3512
M800,0.3509
M800,0.3822
M802,0.3809
M802,0.4087
M802,0.3866
M800,0.4
M800,0.3507
M800,0.3526
M800,0.3511
M800,0.3445
M800,0.3574
M800,0.3864
M800,0.3898
M802,0.3848
M802,0.4006
M802,0.37799999999999995
M800,0.3938
M800,0.3768
M800,0.3811
M730,0.38299999999999995
M800,0.3467
M800,0.3479
M730,0.3789
M800,0.3838
M802,0.3873
M802,0.3993
M802,0.40299999999999997
M800,0.3916
M800,0.3887
M800,0.3727
M800,0.3602
M730,0.3841
M800,0.3827
M800,0.3485
M730,0.3954
M802,0.3734
M802,0.3759
M802,0.3916
M800,0.3671
M800,0.3521
M800,0.3792
M800,0.3541
M800,0.3865
M800,0.3548
M800,0.3534
M800,0.3932
M802,0.3942
M802,0.3877
M802,0.3758
M800,0.3969
M800,0.3608
M800,0.3535
M800,0.3542
M800,0.3822
M728,0.3552
M800,0.3802
M800,0.3589
M800,0.3876
M802,0.3885
M730,0.3866
M802,0.3881
M800,0.3595
M800,0.364
M800,0.3757
M800,0.4702
M800,0.4139
M728,0.3579
M800,0.3852
M800,0.3473
M800,0.3766
M802,0.395
M802,0.3892
M730,0.3838
M730,0.3823
M801,0.3898
M801,0.3817
M801,0.3799
M801,0.3794
M801,0.3829
M801,0.3807
M801,0.4205
M801,0.3869
M801,0.3847
M801,0.3877
M801,0.3877
M730,0.3894
M801,0.4658
M801,0.3943
M801,0.3968
M801,0.3867
M801,0.3987
M801,0.4026
M801,0.3882
M801,0.3843
M801,0.3805
M801,0.456
M801,0.3975
M801,0.3826
M801,0.3838
M801,0.408
M801,0.3896
M801,0.3842
M801,0.3898
M801,0.3956
M801,0.3912
M801,0.3908
M801,0.4155
M801,0.4024
M801,0.395
M730,0.3882
M801,0.4431
M801,0.3889
M730,0.3963
M801,0.3917
M801,0.3967
M801,0.3924
M801,0.3851
M801,0.3987
M801,0.3855
M801,0.3948
M801,0.4772
M730,0.3872
M801,0.4046
M801,0.3854
M730,0.3878
M801,0.3886
M801,0.3883
M801,0.3849
M801,0.4003
M801,0.4178
M801,0.3871
M801,0.3906
M801,0.3939
M801,0.392
M801,0.397
M801,0.3808
M801,0.3851
M801,0.3879
M801,0.384
M801,0.4778
M801,0.3875
M801,0.3926
M801,0.3918
M801,0.3945
M728,0.3558
M801,0.3837
M801,0.3932
M801,0.39
M801,0.3872
M730,0.3926
M801,0.3896
M801,0.4069
M801,0.4701
M801,0.4056
M801,0.3766
M801,0.3914
M728,0.3652
M801,0.39799999999999996
M801,0.3935
M801,0.4003
M801,0.3972
M801,0.3931
M730,0.3809
M730,0.382
M803,0.4002
M803,0.3956
M803,0.3896
M803,0.3915
M803,0.3919
M803,0.3888
M803,0.4386
M803,0.3864
M803,0.382
M803,0.3835
M803,0.4578
M730,0.3812
M803,0.4113
M803,0.4547
M803,0.419
M803,0.4558
M803,0.3816
M803,0.3751
M803,0.39
M803,0.38
M803,0.3861
M803,0.4417
M803,0.3796
M803,0.3872
M803,0.4436
M803,0.4641
M803,0.3845
M803,0.3886
M803,0.4045
M803,0.3752
M803,0.3814
M803,0.3926
M803,0.3913
M803,0.4006
M803,0.4270000000000001
M730,0.3759
M803,0.4114
M803,0.413
M730,0.3777
M803,0.3852
M803,0.3837
M803,0.39299999999999996
M803,0.3852
M803,0.3946
M803,0.4589
M803,0.3827
M803,0.4354
M730,0.3891
M803,0.3834
M803,0.3832
M730,0.3819
M803,0.3812
M803,0.3882
M803,0.3907
M803,0.4202
M803,0.3917
M803,0.3879
M803,0.4597
M803,0.3999
M803,0.3883
M803,0.39
M803,0.3869
M803,0.3806
M803,0.3824
M803,0.3859
M803,0.402
M803,0.3933
M803,0.3811
M803,0.4026
M803,0.4321
M728,0.3566
M803,0.3757
M803,0.39
M803,0.3989
M803,0.3888
M730,0.3784
M803,0.3931
M803,0.4002
M803,0.4806
M803,0.3878
M803,0.4746
M803,0.3972
M728,0.3575
M803,0.4095
M803,0.3798
M803,0.387
M803,0.3841
M803,0.3916
M730,0.3821
M861,0.4078
M865,0.6376
M865,0.5215
M865,0.4844
M865,0.5573
M866,0.5606
M866,0.5527
M866,0.6104
M866,0.5462
M867,0.5499
M867,0.5917
M865,0.5381
M861,0.3724
M865,0.4833
M865,0.4814
M865,0.6129
M866,0.5829
M866,0.5551
M866,0.4054
M867,0.4251
M867,0.6018
M867,0.6395
M865,0.5823
M865,0.3987
M865,0.5987
M865,0.6809
M865,0.5878
M866,0.4814
M866,0.5033
M866,0.469
M867,0.5388
M867,0.5753
M867,0.5276
M865,0.3943
M865,0.608
M865,0.6085
M861,0.3758
M865,0.5984
M866,0.6726
M861,0.3881
M866,0.5378
M867,0.5187
M867,0.4546
M867,0.4952
M865,0.6198
M865,0.5032
M865,0.5608
M865,0.5396
M861,0.3776
M866,0.501
M866,0.5429999999999999
M861,0.3707
M867,0.4623
M867,0.5076
M867,0.5482
M865,0.4351
M865,0.5354
M865,0.6484
M865,0.4181
M865,0.6158
M866,0.4795
M866,0.5498
M866,0.4625
M867,0.5741
M867,0.5212
M867,0.4024
M865,0.5829
M865,0.557
M865,0.5478
M865,0.5506
M865,0.6884
M1,0.3274
M866,0.5132
M866,0.3929
M866,0.6042
M867,0.426
M861,0.3619
M867,0.4833
M865,0.4249
M865,0.5821
M865,0.4296
M865,0.6114
M866,0.5093
M1,0.3367
M866,0.475
M866,0.4913
M866,0.4208
M867,0.4108
M867,0.5782
M861,0.3843
M861,0.3769
M868,0.3816
M868,0.5017
M868,0.5536
M860,0.3786
M860,0.5451
M860,0.4462
M860,0.5553
M860,0.6305
M860,0.387
M862,0.3855
M867,0.5385
M861,0.375
M868,0.4206
M868,0.4518
M860,0.4320000000000001
M860,0.3862
M860,0.5136
M860,0.4747
M860,0.3966
M860,0.3651
M862,0.4499
M867,0.3833
M868,0.5423
M868,0.4489
M860,0.4386
M860,0.3864
M860,0.3863
M860,0.4887
M860,0.5469
M860,0.3653
M860,0.5476
M862,0.5009
M867,0.4327
M868,0.4847
M868,0.6412
M861,0.3792
M860,0.6549
M860,0.3897
M861,0.3826
M860,0.5306
M860,0.5334
M860,0.5101
M862,0.5061
M867,0.3944
M868,0.5656
M868,0.5785
M860,0.4785
M861,0.3781
M860,0.4983
M860,0.4081
M861,0.3784
M860,0.3785
M860,0.8796
M862,0.5245
M867,0.4937
M868,0.4094
